"x" "y" "z"
"1705" 55.49088 41.56382 1
"1706" 62.56186 42.60014 1
"1707" 97.90915 61.48873 1
"1708" 81.43387 55.47592 1
"1709" 63.06446 45.71616 1
"1710" 53.06822 42.82359 1
"1711" 88.73569 41.74975 1
"1712" 63.26411 43.79303 1
"1713" 0.9676884 26.96896 1
"1714" 19.84853 29.95953 1
"1715" 42.85713 32.99702 1
"1716" 51.78577 37.42697 1
"1717" 11.00963 24.00646 1
"1718" 89.69235 53.27037 1
"1719" 79.24944 46.3426 1
"1720" 86.79915 51.10855 1
"1721" 4.165047 29.70803 1
"1722" 15.3503 31.8933 1
"1723" 28.39895 38.87272 1
"1724" 63.82711 44.61095 1
"1725" 65.58524 44.99776 1
"1726" 21.34478 27.95753 1
"1727" 5.597899 27.82391 1
"1728" 1.372913 24.30498 1
"1729" 36.46152 38.62512 1
"1730" 32.89798 37.63304 1
"1731" 18.26243 32.1302 1
"1732" 20.65842 31.86222 1
"1733" 99.04843 52.08594 1
"1734" 74.85904 48.58655 1
"1735" 41.11381 43.50349 1
"1736" 64.88192 47.27873 1
"1737" 10.90321 29.02251 1
"1738" 63.71603 47.35337 1
"1739" 30.14515 31.26623 1
"1740" 76.30551 45.65232 1
"1741" 13.87979 26.87561 1
"1742" 84.35444 54.03625 1
"1743" 29.02155 34.70251 1
"1744" 42.38798 37.39801 1
"1745" 14.0128 29.3339 1
"1746" 45.53869 38.59975 1
"1747" 17.12608 26.51131 1
"1748" 46.75719 44.20045 1
"1749" 62.13743 45.43939 1
"1750" 18.48301 33.13164 1
"1751" 30.72509 36.60523 1
"1752" 27.99623 34.87144 1
"1753" 75.65333 48.26913 1
"1754" 19.71197 32.22704 1
"1755" 97.05756 54.39827 1
"1756" 76.55779 46.69322 1
"1757" 57.15316 43.36518 1
"1758" 33.82637 36.04542 1
"1759" 6.688915 29.50064 1
"1760" 78.48942 50.05416 1
"1761" 89.05892 47.23403 1
"1762" 96.11826 53.7835 1
"1763" 88.42997 49.46385 1
"1764" 22.97592 23.7189 1
"1765" 89.7737 55.41916 1
"1766" 34.50104 36.46449 1
"1767" 16.76996 29.89922 1
"1768" 37.50256 34.18219 1
"1769" 53.91118 43.88486 1
"1770" 12.24123 26.27226 1
"1771" 81.4844 52.93711 1
"1772" 74.2062 47.18738 1
"1773" 65.59057 41.41011 1
"1774" 77.32006 40.24337 1
"1775" 5.910955 32.42587 1
"1776" 17.04904 30.00279 1
"1777" 77.82775 45.71275 1
"1778" 38.51317 40.67552 1
"1779" 66.86715 47.43003 1
"1780" 39.2143 35.49352 1
"1781" 70.80223 47.00831 1
"1782" 9.529264 32.21546 1
"1783" 56.8444 45.1159 1
"1784" 78.20444 48.51319 1
"1785" 63.70226 40.16206 1
"1786" 33.51029 36.11553 1
"1787" 26.54328 31.83585 1
"1788" 36.35878 36.53312 1
"1789" 59.1157 38.14951 1
"1790" 25.43852 31.93866 1
"1791" 53.94532 40.25957 1
"1792" 62.26067 43.77018 1
"1793" 62.80838 43.90006 1
"1794" 27.54961 36.31521 1
"1795" 97.33388 46.62395 1
"1796" 99.49849 58.46575 1
"1797" 92.13431 54.46457 1
"1798" 65.06859 44.31792 1
"1799" 3.354876 29.26221 1
"1800" 22.55088 34.90048 1
"1801" 62.72497 44.68294 1
"1802" 47.91779 36.40204 1
"1803" 58.02812 42.3237 1
"1804" 19.96986 32.57805 1
"1805" 10.62274 26.73568 1
"1806" 22.04163 31.63722 1
"1807" 43.29329 42.17323 1
"1808" 98.32522 53.76837 1
"1809" 96.98423 54.66641 1
"1810" 68.54672 43.52591 1
"1811" 24.94316 35.18918 1
"1812" 73.8003 50.82294 1
"1813" 48.20932 44.65402 1
"1814" 89.3029 50.60709 1
"1815" 46.25501 30.72245 1
"1816" 20.39842 29.04522 1
"1817" 30.09167 31.67248 1
"1818" 49.69941 36.72236 1
"1819" 58.03574 45.00651 1
"1820" 81.0355 46.60601 1
"1821" 9.281984 29.80298 1
"1822" 21.0915 31.46991 1
"1823" 76.8195 42.84054 1
"1824" 43.65088 40.76976 1
"1825" 75.11391 44.88298 1
"1826" 54.4729 48.4444 1
"1827" 8.095066 30.13779 1
"1828" 41.48581 38.21683 1
"1829" 33.03605 31.00489 1
"1830" 93.00573 53.11907 1
"1831" 40.50276 40.02771 1
"1832" 87.3557 49.58829 1
"1833" 28.00174 33.30218 1
"1834" 96.29808 54.61996 1
"1835" 51.47377 42.83507 1
"1836" 7.15146 26.96085 1
"1837" 88.61865 52.31078 1
"1838" 23.6574 27.62001 1
"1839" 24.09771 33.24635 1
"1840" 99.16482 62.59482 1
"1841" 69.19922 46.92135 1
"1842" 62.84104 42.81235 1
"1843" 4.207479 29.21194 1
"1844" 94.68023 56.82109 1
"1845" 51.52908 43.79686 1
"1846" 23.4387 29.65528 1
"1847" 7.650436 28.02525 1
"1848" 34.53673 42.00198 1
"1849" 93.62138 51.69053 1
"1850" 95.87933 50.9106 1
"1851" 15.98163 25.8634 1
"1852" 23.04297 31.43516 1
"1853" 43.05425 43.46851 1
"1854" 12.39857 27.46752 1
"1855" 47.73345 36.52064 1
"1856" 7.173123 29.06677 1
"1857" 6.700549 33.55889 1
"1858" 71.95123 42.57732 1
"1859" 49.23647 40.89214 1
"1860" 11.69976 32.50691 1
"1861" 91.26014 54.3423 1
"1862" 23.60923 32.30709 1
"1863" 58.04312 43.0095 1
"1864" 72.39507 46.04129 1
"1865" 93.30744 55.23695 1
"1866" 3.850532 21.4804 1
"1867" 37.52093 31.58332 1
"1868" 63.28922 42.13442 1
"1869" 73.46542 47.7651 1
"1870" 64.71656 46.58041 1
"1871" 98.50442 53.4818 1
"1872" 86.99107 51.33101 1
"1873" 86.72724 46.47636 1
"1874" 34.35043 35.81518 1
"1875" 54.46602 41.44955 1
"1876" 25.46335 25.88717 1
"1877" 25.45705 31.30457 1
"1878" 19.81321 32.01802 1
"1879" 93.94978 52.03294 1
"1880" 48.94586 39.99288 1
"1881" 44.79666 41.56878 1
"1882" 51.61171 39.20166 1
"1883" 83.71027 56.07134 1
"1884" 48.76451 44.47675 1
"1885" 27.40922 31.42485 1
"1886" 96.53327 54.69707 1
"1887" 98.3342 60.15405 1
"1888" 35.22437 34.6573 1
"1889" 95.05061 55.62332 1
"1890" 15.05762 32.88162 1
"1891" 34.08556 31.27752 1
"1892" 89.58406 52.23278 1
"1893" 11.88046 28.58557 1
"1894" 31.21009 33.14523 1
"1895" 72.41505 48.064 1
"1896" 92.11026 51.88908 1
"1897" 19.44008 29.7522 1
"1898" 48.47975 34.74651 1
"1899" 11.14628 32.25256 1
"1900" 65.22689 45.44911 1
"1901" 36.41288 37.61038 1
"1902" 76.80055 50.4483 1
"1903" 57.0408 38.47745 1
"1904" 95.24324 51.6942 1
"1905" 78.71225 51.84319 1
"1906" 94.8312 50.52906 1
"1907" 50.22046 36.72394 1
"1908" 14.6372 33.11643 1
"1909" 67.47258 45.4094 1
"1910" 59.9048 43.21045 1
"1911" 15.6088 28.63551 1
"1912" 14.68888 24.61604 1
"1913" 48.26899 39.01237 1
"1914" 45.75437 41.11388 1
"1915" 57.90876 44.04285 1
"1916" 73.10728 45.6394 1
"1917" 31.642 36.35357 1
"1918" 74.12956 52.20174 1
"1919" 19.95666 26.73545 1
"1920" 3.899027 23.0409 1
"1921" 82.82375 49.42764 1
"1922" 91.79424 51.00933 1
"1923" 33.2183 36.65567 1
"1924" 41.12167 35.03457 1
"1925" 37.22414 33.64908 1
"1926" 16.86239 30.56585 1
"1927" 3.632042 24.67516 1
"1928" 1.92615 29.20211 1
"1929" 52.37301 42.89827 1
"1930" 99.23217 49.80916 1
"1931" 80.26954 44.28136 1
"1932" 49.26829 42.21541 1
"1933" 5.25779 29.02164 1
"1934" 97.1899 49.51155 1
"1935" 47.63392 40.83209 1
"1936" 80.1679 47.98716 1
"1937" 79.27505 49.75753 1
"1938" 28.62502 31.47545 1
"1939" 14.1935 29.615 1
"1940" 82.72002 50.07763 1
"1941" 5.41571 30.65591 1
"1942" 36.59305 32.51704 1
"1943" 80.73913 49.65522 1
"1944" 63.96577 39.79389 1
"1945" 39.64878 32.34991 1
"1946" 48.45631 30.61176 1
"1947" 65.9416 44.58165 1
"1948" 55.67544 40.44937 1
"1949" 77.78788 47.49309 1
"1950" 73.46911 44.1897 1
"1951" 30.99589 36.79286 1
"1952" 93.82138 48.57439 1
"1953" 53.60631 45.79073 1
"1954" 31.43058 35.79046 1
"1955" 27.71565 36.88021 1
"1956" 85.1073 52.25697 1
"1957" 70.10786 46.78737 1
"1958" 64.62617 43.61195 1
"1959" 90.51936 48.80944 1
"1960" 13.15826 29.74747 1
"1961" 59.18533 39.93729 1
"1962" 43.42695 39.1347 1
"1963" 77.49536 47.84563 1
"1964" 83.76975 49.63341 1
"1965" 67.6344 39.81017 1
"1966" 91.43592 52.3871 1
"1967" 4.628909 30.30051 1
"1968" 2.584855 24.97476 1
"1969" 43.01186 36.78841 1
"1970" 8.500989 28.23945 1
"1971" 40.84573 34.07359 1
"1972" 3.939484 27.4924 1
"1973" 68.14561 45.90583 1
"1974" 10.05797 29.60448 1
"1975" 92.29883 52.05217 1
"1976" 99.93262 54.46845 1
"1977" 75.47293 46.1973 1
"1978" 48.20634 35.31248 1
"1979" 13.80801 30.26402 1
"1980" 4.963109 22.37599 1
"1981" 73.04668 46.06356 1
"1982" 9.51792 23.34563 1
"1983" 38.02986 39.90615 1
"1984" 5.751334 25.44759 1
"1985" 81.13886 43.93118 1
"1986" 32.12447 31.19423 1
"1987" 39.27806 34.74938 1
"1988" 57.06101 44.6277 1
"1989" 15.56202 24.18313 1
"1990" 46.56871 37.80466 1
"1991" 42.66594 37.21835 1
"1992" 8.309744 30.43647 1
"1993" 73.85781 50.36587 1
"1994" 5.322606 31.01971 1
"1995" 17.31421 31.5058 1
"1996" 71.92099 46.01331 1
"1997" 85.27439 51.86151 1
"1998" 0.02849861 24.24 1
"1999" 99.20837 50.2017 1
"2000" 48.45682 40.97587 1
"2001" 27.12526 25.92095 2
"2002" 94.60103 45.25342 2
"2003" 50.69828 34.35846 2
"2004" 25.2398 26.26006 2
"2005" 76.81877 44.78346 2
"2006" 74.82574 44.5677 2
"2007" 47.20992 40.82749 2
"2008" 72.10546 45.16567 2
"2009" 92.16135 50.6875 2
"2010" 4.217955 19.75227 2
"2011" 43.75038 28.28385 2
"2012" 80.63122 45.77027 2
"2013" 50.50226 38.94755 2
"2014" 3.250472 21.92588 2
"2015" 51.85044 36.81017 2
"2016" 76.89338 38.21337 2
"2017" 78.28112 44.63363 2
"2018" 59.85562 42.16766 2
"2019" 49.02706 31.53907 2
"2020" 14.34559 24.77103 2
"2021" 26.77805 31.83947 2
"2022" 5.383713 20.63219 2
"2023" 51.88894 38.00768 2
"2024" 92.73674 61.24327 2
"2025" 80.9202 45.27438 2
"2026" 96.9679 53.41395 2
"2027" 1.55625 22.5502 2
"2028" 33.87574 27.49937 2
"2029" 97.62117 52.12169 2
"2030" 74.50687 37.50901 2
"2031" 22.07437 26.63022 2
"2032" 54.52764 37.02937 2
"2033" 8.82153 19.85884 2
"2034" 55.6672 39.69942 2
"2035" 29.19721 27.33856 2
"2036" 95.75835 47.54979 2
"2037" 77.19644 39.59496 2
"2038" 6.440494 19.40604 2
"2039" 35.71298 28.95056 2
"2040" 86.42226 47.4876 2
"2041" 12.32175 22.54258 2
"2042" 80.52453 46.46996 2
"2043" 25.19559 27.11617 2
"2044" 46.54774 34.23773 2
"2045" 94.36744 53.58793 2
"2046" 88.41684 41.27391 2
"2047" 76.2219 40.34131 2
"2048" 46.2344 39.17998 2
"2049" 27.5523 31.18899 2
"2050" 33.69149 35.4738 2
"2051" 16.27562 21.24191 2
"2052" 95.58777 56.47844 2
"2053" 51.70472 37.78968 2
"2054" 6.804912 20.13052 2
"2055" 14.89525 25.57761 2
"2056" 26.15763 29.47493 2
"2057" 56.32428 38.27898 2
"2058" 26.03527 27.37137 2
"2059" 81.4116 49.76741 2
"2060" 3.077327 17.5662 2
"2061" 66.85995 37.39858 2
"2062" 26.14437 25.30033 2
"2063" 81.57632 52.87153 2
"2064" 5.142769 18.91694 2
"2065" 6.295937 23.81154 2
"2066" 1.158463 13.41794 2
"2067" 5.329899 21.62104 2
"2068" 63.00785 38.04852 2
"2069" 82.27482 52.58146 2
"2070" 40.60361 27.32881 2
"2071" 98.39682 51.15344 2
"2072" 4.002408 19.18752 2
"2073" 26.81259 22.47545 2
"2074" 34.3378 24.11565 2
"2075" 28.64677 28.52376 2
"2076" 17.5541 22.72262 2
"2077" 52.00062 38.21461 2
"2078" 32.23817 27.32924 2
"2079" 42.60851 27.31713 2
"2080" 11.58107 22.26911 2
"2081" 77.5686 46.3132 2
"2082" 13.49808 16.57253 2
"2083" 71.64715 44.708 2
"2084" 58.21168 34.38462 2
"2085" 6.57788 17.99962 2
"2086" 1.527496 24.12988 2
"2087" 91.17838 48.02993 2
"2088" 89.8267 50.10764 2
"2089" 80.01656 45.59995 2
"2090" 77.29417 52.64302 2
"2091" 97.31403 55.436 2
"2092" 91.0102 43.58378 2
"2093" 95.97483 61.44517 2
"2094" 75.24186 42.68053 2
"2095" 85.50144 46.0955 2
"2096" 53.16304 38.90812 2
"2097" 51.4882 40.38545 2
"2098" 63.43143 38.27356 2
"2099" 75.0406 45.28126 2
"2100" 84.03148 55.39732 2
"2101" 2.6803 18.94117 2
"2102" 96.50641 56.39244 2
"2103" 5.381555 17.89126 2
"2104" 51.7823 37.67704 2
"2105" 59.69732 36.54167 2
"2106" 81.77132 48.53798 2
"2107" 77.31459 52.12302 2
"2108" 96.95385 52.14007 2
"2109" 74.79572 41.68211 2
"2110" 5.572783 22.04446 2
"2111" 23.14908 19.44198 2
"2112" 17.60101 21.37482 2
"2113" 1.482235 18.81803 2
"2114" 18.43314 24.89531 2
"2115" 65.6733 45.04767 2
"2116" 71.67026 42.04707 2
"2117" 29.28657 31.145 2
"2118" 66.18135 52.12759 2
"2119" 94.22715 59.30929 2
"2120" 40.28046 33.93046 2
"2121" 54.63274 35.01973 2
"2122" 10.18793 27.91871 2
"2123" 86.5276 48.52982 2
"2124" 36.04056 26.91347 2
"2125" 98.72881 60.75466 2
"2126" 74.15867 49.04151 2
"2127" 18.75801 26.32471 2
"2128" 46.53836 30.15275 2
"2129" 87.80866 53.64994 2
"2130" 56.60709 39.88466 2
"2131" 4.738481 17.36468 2
"2132" 23.01157 30.81165 2
"2133" 6.186476 21.58471 2
"2134" 4.320285 21.40218 2
"2135" 9.120105 28.14623 2
"2136" 47.26849 30.93843 2
"2137" 45.64239 39.85932 2
"2138" 87.5817 46.1092 2
"2139" 50.9229 34.14209 2
"2140" 18.76518 27.79073 2
"2141" 6.284004 15.59752 2
"2142" 38.38749 25.25159 2
"2143" 10.94106 20.22608 2
"2144" 83.06078 45.84578 2
"2145" 43.70982 34.36375 2
"2146" 96.4572 48.90467 2
"2147" 74.73523 48.32033 2
"2148" 39.04684 43.11641 2
"2149" 98.05803 46.8797 2
"2150" 65.21487 36.08141 2
"2151" 46.71821 29.81651 2
"2152" 69.29434 40.08705 2
"2153" 44.85037 31.83334 2
"2154" 12.22719 25.31757 2
"2155" 55.04353 39.6504 2
"2156" 40.6209 31.56146 2
"2157" 86.66606 49.47686 2
"2158" 73.09696 42.31223 2
"2159" 94.14016 53.60788 2
"2160" 57.47491 40.22186 2
"2161" 46.09772 33.14095 2
"2162" 48.82405 41.19278 2
"2163" 96.16606 56.05784 2
"2164" 80.1128 45.71432 2
"2165" 15.48072 24.88007 2
"2166" 17.97148 20.881 2
"2167" 20.15418 33.24354 2
"2168" 13.20382 20.75931 2
"2169" 8.097444 21.91417 2
"2170" 78.99581 46.15644 2
"2171" 82.85026 47.19785 2
"2172" 20.33374 21.18042 2
"2173" 62.95551 39.3615 2
"2174" 46.08998 34.08865 2
"2175" 7.475675 16.5956 2
"2176" 3.298813 19.60107 2
"2177" 7.120494 17.47545 2
"2178" 67.2597 48.82429 2
"2179" 26.00408 23.90941 2
"2180" 64.61447 46.3652 2
"2181" 35.43968 35.58238 2
"2182" 63.42171 42.14203 2
"2183" 68.39026 40.70836 2
"2184" 76.90495 42.44776 2
"2185" 7.19397 21.94812 2
"2186" 10.80205 13.88782 2
"2187" 10.26602 23.36493 2
"2188" 13.17343 25.29478 2
"2189" 54.89418 42.42635 2
"2190" 69.25488 41.2055 2
"2191" 37.91607 34.2917 2
"2192" 57.65938 46.5106 2
"2193" 93.31201 56.12999 2
"2194" 96.88642 56.26337 2
"2195" 61.19122 43.58579 2
"2196" 86.07608 45.75862 2
"2197" 30.4229 30.70293 2
"2198" 58.98387 39.42795 2
"2199" 71.67764 43.74706 2
"2200" 96.9904 58.52158 2
"2201" 79.58169 37.935 2
"2202" 65.6137 36.60661 2
"2203" 46.46612 32.76008 2
"2204" 17.90126 27.64482 2
"2205" 82.03411 47.78862 2
"2206" 57.93726 39.64604 2
"2207" 14.58772 24.75848 2
"2208" 40.91331 22.34138 2
"2209" 18.14217 24.98772 2
"2210" 76.76308 39.80263 2
"2211" 8.447563 31.3386 2
"2212" 56.63617 32.82755 2
"2213" 32.7519 31.33805 2
"2214" 1.328094 14.24505 2
"2215" 9.849137 21.6575 2
"2216" 60.48006 41.21379 2
"2217" 2.315827 14.9244 2
"2218" 72.67782 39.88513 2
"2219" 96.30976 45.50846 2
"2220" 82.31763 41.5945 2
"2221" 20.73424 25.85789 2
"2222" 97.89449 47.19837 2
"2223" 15.96863 19.68965 2
"2224" 9.079423 20.39615 2
"2225" 24.57927 26.61791 2
"2226" 9.872487 26.63886 2
"2227" 10.18062 22.61609 2
"2228" 96.1544 47.23894 2
"2229" 7.591519 22.07668 2
"2230" 19.71696 25.55876 2
"2231" 51.82035 42.99984 2
"2232" 59.78988 36.38339 2
"2233" 71.39308 41.34215 2
"2234" 93.62826 55.10227 2
"2235" 12.51343 23.25653 2
"2236" 93.58995 41.84166 2
"2237" 64.55649 38.92016 2
"2238" 68.72631 36.32491 2
"2239" 43.11908 30.62136 2
"2240" 72.92026 40.95765 2
"2241" 18.53639 16.83748 2
"2242" 67.95149 42.70855 2
"2243" 77.88318 43.924 2
"2244" 81.9335 37.83233 2
"2245" 96.61523 49.78626 2
"2246" 35.51309 25.19151 2
"2247" 88.10805 52.34836 2
"2248" 68.77234 46.27428 2
"2249" 78.69074 40.11244 2
"2250" 44.50457 36.60431 2
